일련번호,조사서번호,사망자수,부상자수,인명피해수,재산피해금액,상급기관명,소방서명,서센터명,소방지역대명,화재발생일자,화재발생시간,접수일자,접수시각,위치정보X,위치정보Y,출동일자,출동시각,현장도착일자,현장도착시각,초진일자,초진시각,완진일자,완진시간,귀소일자,귀소시각,출동소요시간,화재진압시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,시도명,시군구명,읍면동명,읍면동구분명,번지,도로명,시설장소대분류명,시설장소중분류명,시설장소소분류명,화재유형명,발화지점,발화원인,발화열원명,발화요인소분류명,발화요인대분류명,발화열원소분류명,최초착화물대분류명,최초착화물소분류명,연소확대물대분류명,연소확대물소분류명,발생원인,전체인력수합계,동원소방력수,동원의용소방력수,동원경찰수,동원일반직수,동원군인수,동원전기가스유관기관수,기타동원명수,동원장비수,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용
62,1.50427E+14,0,0,0,0,강원소방본부,춘천소방서,양구119안전센터,,20150427,123700,20150427,123746,,,20150427,124246,20150427,125921,20150427,13921,20150427,165721,20150427,190021,1635,35800,70,36,8,강원도,양구군,해안면,,1,전망대로540,임야,산불,국유림,임야,산중턱,기타,폭발물/폭죽,폭탄/탄약,기타,기타,종이/목재/건초등,풀/나뭇잎,,,,323,9,0,2,5,300,7,0,9,맑음,25,24,45,8,
63,1.50427E+14,0,0,0,0,강원소방본부,강릉소방서,옥계119안전센터,,20150427,171800,20150427,171802,,,20150427,171930,20150427,173016,20150427,55721,20150427,180723,20150427,190000,1046,3707,36,6,0,강원도,강릉시,옥계면,산계리,599-2,,임야,산불,국유림,임야,산중턱,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,,,,109,30,27,2,0,0,20,30,18,맑음,21,43,90,4,
64,1.50428E+14,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,화촌119지역대,20150428,135700,20150428,135759,,,20150428,135858,20150428,141409,20150428,60001,20150428,180501,20150428,202501,1511,35052,26,10,16,강원도,홍천군,화촌면,장평리,,,임야,산불,국유림,임야,산아래,기타,불꽃/불티,불꽃/불티,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,328,20,43,15,120,0,123,7,29,맑음,26,12,270,4,
65,1.50428E+14,0,0,0,0,강원소방본부,평창소방서,봉평119안전센터,,20150428,154300,20150428,154332,,,20150428,154445,20150428,155517,20150428,40621,20150428,161113,20150428,165621,1032,1556,29,7,0,강원도,평창군,용평면,백옥포리,,경강로1433-28,임야,산불,사유림,임야,산아래,기타,불꽃/불티,용접/절단/연마,부주의,용접/절단/연마,종이/목재/건초등,풀/나뭇잎,,,,92,19,20,7,0,0,26,20,11,맑음,23,23,90,8,
66,1.5043E+14,0,0,0,0,강원소방본부,춘천소방서,양구119안전센터,남면119지역대,20150429,210900,20150429,210904,,,20150429,211054,20150429,212457,20150430,122010,20150430,5221,20150430,14143,1403,32724,51,6,12,강원도,양구군,양구읍,송청리,43,황강길25-3,임야,산불,사유림,임야,산아래,기타,기타,기타,부주의,불씨/불꽃/화원방치,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/기상(건조/강풍등),179,10,65,4,20,0,80,0,10,맑음,15,20,,,
67,1.5043E+14,0,0,0,0,강원소방본부,춘천소방서,양구119안전센터,남면119지역대,20150430,60900,20150430,60942,,,20150430,61033,20150430,61552,20150430,64612,20150430,73052,20150430,74511,519,11500,51,6,12,강원도,양구군,양구읍,송청리,43,황강길25-3,임야,산불,사유림,임야,산정상,기타,불꽃/불티,불꽃/불티,기타,기타,종이/목재/건초등,풀/나뭇잎,,,,44,4,0,0,0,0,0,40,5,맑음,9,98,135,4,
68,1.50502E+14,0,0,0,4,강원소방본부,영월소방서,영월119안전센터,남면119지역대,20150502,124400,20150502,124436,,,20150502,124550,20150502,131123,20150502,30506,20150502,160059,20150502,164106,2533,24936,19,19,12,강원도,영월군,남면,토교리,118,,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,화재인지/신고지연,128,5,0,3,30,0,90,0,10,맑음,29,35,180,4,
69,1.50502E+14,0,0,0,0,강원소방본부,강릉소방서,주문진119안전센터,,20150502,171700,20150502,171704,,,20150502,171824,20150502,173050,20150502,63844,20150502,183910,20150502,184001,1226,10820,26,11,0,강원도,강릉시,주문진읍,삼교리,216,,임야,산불,국유림,임야,산정상,미상,미상,미상,미상,미상,종이/목재/건초등,풀/나뭇잎,,,,70,10,4,10,30,0,16,0,14,맑음,22,59,135,4,
70,1.50505E+14,0,0,0,0,강원소방본부,강릉소방서,경포119안전센터,,20150505,71000,20150505,71057,,,20150505,71235,20150505,73000,20150505,83900,20150505,83900,20150505,90000,1725,10900,15,13,0,강원도,강릉시,사천면,노동리,133-2,,임야,산불,국유림,임야,산중턱,모닥불,담뱃불/라이터불,라이터불/성냥불,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,76,11,15,0,5,0,40,5,13,맑음,14,32,180,4,
71,1.50505E+14,0,0,0,0,강원소방본부,강릉소방서,내곡119안전센터,,20150505,105300,20150505,105300,,,20150505,105400,20150505,112437,20150505,124826,20150505,131000,20150505,133600,3037,14523,32,30,0,강원도,강릉시,왕산면,대기리,755-28,,임야,산불,사유림,임야,산중턱,입산자실화,기타,기타,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,229,10,30,5,145,0,19,20,23,맑음,15,46,270,4,
72,1.50505E+14,0,0,0,0,강원소방본부,평창소방서,봉평119안전센터,,20150505,110700,20150505,110718,,,20150505,110853,20150505,112108,20150505,120142,20150505,122730,20150505,130223,1215,10622,36,6,0,강원도,평창군,봉평면,무이리,산166,경강로729-13,임야,산불,사유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,44,7,2,0,0,0,35,0,6,맑음,17,29,270,4,
73,1.50505E+14,0,0,0,2541,강원소방본부,횡성소방서,횡성119안전센터,,20150505,162800,20150505,162844,,,20150505,163031,20150505,164052,20150505,50125,20150505,180520,20150505,181538,1021,12428,5,5,0,강원도,횡성군,횡성읍,학곡리,산165,경강로학곡2길64-8,임야,산불,사유림,임야,산정상,취사행위,불꽃/불티,비화,부주의,음식물조리중,종이/목재/건초등,풀/나뭇잎,,,,41,10,0,5,4,0,20,2,9,맑음,21,28,225,4,
74,1.50507E+14,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20150507,133000,20150507,133044,,,20150507,133345,20150507,135112,20150507,20336,20150507,140336,20150507,144921,1727,1224,12,10,0,강원도,춘천시,서면,월송리,111,,임야,산불,사유림,임야,산아래,담뱃불,담뱃불/라이터불,담뱃불,부주의,부주의,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/원거리소방서,102,13,20,2,27,0,25,15,13,맑음,23,33,270,4,
75,1.50507E+14,0,1,1,907,강원소방본부,춘천소방서,석사119안전센터,,20150507,144500,20150507,144509,,,20150507,144747,20150507,150728,20150507,32640,20150507,153056,20150507,161341,1941,2328,16,12,0,강원도,춘천시,동산면,군자리,125,,임야,산불,사유림,임야,평지,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,가연성물질의급격한연소/원거리소방서,80,16,0,2,17,0,25,20,15,맑음,24,33,225,4,
76,1.50508E+14,0,0,0,0,강원소방본부,강릉소방서,내곡119안전센터,,20150508,134900,20150508,134914,,,20150508,135158,20150508,144551,20150508,40000,20150508,160000,20150508,163000,5353,11409,0,0,0,강원도,강릉시,왕산면,왕산리,52,,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,기상(건조/강풍등)/원거리소방서,107,11,15,2,10,0,59,10,16,맑음,19,0,135,4,
77,1.5051E+14,0,0,0,0,강원소방본부,강릉소방서,내곡119안전센터,,20150510,140300,20150510,140340,,,20150510,140515,20150510,143827,20150510,31117,20150510,153342,20150510,160000,3312,5515,26,24,0,강원도,강릉시,왕산면,대기리,61,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,원거리소방서/화재인지/신고지연,91,11,15,5,20,0,20,20,14,맑음,8,0,0,4,
78,1.50511E+14,0,0,0,0,강원소방본부,정선소방서,임계119안전센터,,20150511,132600,20150511,132616,,,20150511,132716,20150511,134038,20150511,23038,20150511,163038,20150511,173038,1322,25000,40,13,15,강원도,정선군,임계면,봉산리,738,,임야,산불,국유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,미상,미상,,,,105,12,20,10,7,0,15,41,17,맑음,21,41,225,4,
79,1.50511E+14,0,0,0,0,강원소방본부,원주소방서,문막119안전센터,,20150511,181200,20150511,181249,,,20150511,181423,20150511,181846,20150511,65538,20150511,190718,20150511,192740,423,4832,22,3,0,강원도,원주시,문막읍,건등리,1161-3,,임야,산불,사유림,임야,산아래,쓰레기소각장,불꽃/불티,쓰레기/논밭두렁,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등),40,9,9,2,0,0,20,0,5,맑음,22,53,180,8,
80,1.50517E+14,0,0,0,2660,강원소방본부,양양소방서,하조대119안전센터,,20150517,110000,20150517,110026,,,20150517,110126,20150517,113007,20150517,124407,20150517,141507,20150517,145307,2841,24500,34,4,0,강원도,양양군,현북면,잔교리,96,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,,,,160,15,60,15,50,20,0,0,14,맑음,0,0,,,
81,1.50517E+14,0,0,0,0,강원소방본부,홍천소방서,서석119안전센터,내면119지역대,20150517,171000,20150517,171030,,,20150517,171156,20150517,173556,20150517,73524,20150517,195057,20150517,215004,2400,21501,53,41,14,강원도,홍천군,내면,율전리,146,살둔강변길142-5,임야,산불,사유림,임야,산아래,기타,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,건초,,,,131,15,44,3,20,10,31,8,13,구름조금,21,22,270,,
82,1.50521E+14,0,1,1,0,강원소방본부,삼척소방서,근덕119안전센터,노곡119지역대,20150521,145500,20150521,145516,,,20150521,145616,20150521,150430,20150521,43030,20150521,225030,20150521,231030,814,74600,28,20,7,강원도,삼척시,노곡면,고자리,206-2,미근로733,임야,산불,사유림,임야,산중턱,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,부주의,종이/목재/건초등,종이/목재/건초등,종이/목재/건초등,건초,가연성물질의급격한연소,335,30,65,20,170,0,30,20,22,맑음,19,57,135,8,
83,1.50521E+14,0,0,0,333,강원소방본부,홍천소방서,홍천119안전센터,,20150521,153700,20150521,153716,,,20150521,153850,20150521,154143,20150521,43416,20150521,171254,20150521,175500,253,13111,3,3,0,강원도,홍천군,홍천읍,갈마곡1리,67-22,갈마로77,임야,산불,사유림,임야,산아래,기타,담뱃불/라이터불,라이터불/성냥불,방화,방화,종이/목재/건초등,풀/나뭇잎,,,,145,24,71,10,40,0,0,0,14,맑음,28,20,270,,
84,1.50521E+14,0,0,0,0,강원소방본부,영월소방서,영월119안전센터,북면119지역대,20150521,154400,20150521,154408,,,20150521,154604,20150521,155057,20150521,43614,20150521,175521,20150521,182358,453,20424,5,31,10,강원도,영월군,북면,문곡리,177,,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,불꽃/불티,부주의,불씨/불꽃/화원방치,종이/목재/건초등,종이/목재/건초등,종이/목재/건초등,건초,,120,18,47,5,40,0,10,0,9,맑음,27,26,270,4,
85,1.50522E+14,0,0,0,0,강원소방본부,강릉소방서,내곡119안전센터,,20150521,192200,20150521,192200,,,20150521,192200,20150521,201212,20150521,104054,20150521,225054,20150522,14054,5012,23842,34,32,0,강원도,강릉시,왕산면,대기리,286,,임야,산불,공유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,나무,가연성물질의급격한연소/화재인지/신고지연,252,15,20,5,167,0,45,0,23,구름조금,20,34,315,12,건조주의보
86,1.50524E+14,0,0,0,0,강원소방본부,평창소방서,평창119안전센터,,20150523,174900,20150523,174930,,,20150523,175134,20150523,180225,20150523,65339,20150523,202029,20150523,203811,1051,21804,7,7,0,강원도,평창군,평창읍,조둔리,389,둥지버들길255-31,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,96,9,27,20,40,0,0,0,9,구름조금,26,20,0,4,
87,1.50525E+14,0,0,0,0,강원소방본부,횡성소방서,횡성119안전센터,갑천119지역대,20150525,12100,20150525,12103,,,20150525,12419,20150525,15805,20150525,82416,20150525,141022,20150525,144710,3346,121217,21,21,17,강원도,횡성군,갑천면,병지방리,산34,어답산로909,임야,산불,국유림,임야,산정상,담뱃불,담뱃불/라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,,,,139,3,10,2,22,45,15,42,9,맑음,11,98,45,4,
88,1.50526E+14,0,0,0,3465,강원소방본부,철원소방서,김화119안전센터,,20150526,133300,20150526,133336,,,20150526,133743,20150526,134434,20150526,23000,20150526,143000,20150526,150551,651,4526,21,8,18,강원도,철원군,근남면,,산61,호국로7230,임야,산불,사유림,임야,산중턱,기타,담뱃불/라이터불,라이터불/성냥불,부주의,쓰레기소각,종이/목재/건초등,풀/나뭇잎,,,,34,10,8,0,0,10,6,0,6,맑음,28,0,225,4,
89,1.50528E+14,0,0,0,0,강원소방본부,인제소방서,원통119안전센터,서화119지역대,20150528,101700,20150528,101749,,,20150528,101943,20150528,103934,20150528,123000,20150528,135900,20150528,141000,1951,31926,32,24,9,강원도,인제군,서화면,서화리,,서화길18-13,임야,산불,국유림,임야,산정상,군경사격장,폭발물/폭죽,폭탄/탄약,부주의,부주의,종이/목재/건초등,풀/나뭇잎,,,,8,8,0,0,0,0,0,0,6,구름조금,24,44,135,4,
90,1.50528E+14,0,0,0,0,강원소방본부,평창소방서,평창119안전센터,미탄119지역대,20150528,175500,20150528,175552,,,20150528,175730,20150528,180523,20150528,71426,20150528,193332,20150528,201042,753,12809,17,0,6,강원도,평창군,미탄면,한탄리,산1,평창동강로113,임야,산불,국유림,임야,산중턱,미상,미상,미상,미상,미상,미상,미상,,,,141,7,43,6,30,0,15,40,10,구름조금,29,17,225,4,
91,1.50529E+14,0,0,0,0,강원소방본부,삼척소방서,원덕119안전센터,가곡119지역대,20150529,150100,20150529,150145,,,20150529,150311,20150529,152533,20150529,44133,20150529,190433,20150529,194133,2222,33900,62,39,18,강원도,삼척시,가곡면,동활리,,,임야,산불,국유림,임야,산중턱,입산자실화,기타,기타,기타,기타,종이/목재/건초등,풀/나뭇잎,,,,188,15,38,5,85,0,30,15,16,맑음,27,37,225,4,
92,1.50531E+14,0,0,0,18816,강원소방본부,삼척소방서,도계119안전센터,하장119지역대,20150531,105200,20150531,105256,,,20150531,105628,20150531,110930,20150531,123030,20150531,130030,20150531,183730,1302,15100,42,37,8,강원도,삼척시,하장면,갈전리,56,백두대간로3416,임야,산불,사유림,임야,산아래,논/밭두렁,불꽃/불티,쓰레기/논밭두렁,부주의,논/임야태우기,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,화재인지/신고지연,211,16,27,5,100,0,48,15,21,구름조금,21,55,90,4,
93,1.50531E+14,0,0,0,0,강원소방본부,춘천소방서,화천119안전센터,상서119지역대,20150531,132500,20150531,132507,,,20150531,132626,20150531,133021,20150531,25221,20150531,152704,20150531,154804,355,15643,68,31,6,강원도,화천군,상서면,부촌리,산48,,임야,산불,사유림,임야,산중턱,담뱃불,담뱃불/라이터불,담뱃불/라이터불,부주의,담배꽁초,종이/목재/건초등,풀/나뭇잎,종이/목재/건초등,풀/나뭇잎,기상(건조/강풍등)/원거리소방서/화재인지/신고지연,88,6,15,2,5,60,0,0,5,맑음,27,0,180,4,
